Informercado;Planilha;Colunas;Referencia Antiga;Mapeado
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;CARACTERISTICA_PARCELA;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;PARTICIPANTE_MRE;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;PARTICIPANTE_REGIME_COTAS;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;DATA_INICIO_OP_COM;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;PERCENTUAL_DESCONTO_USINA;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;CAP_T;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GARANTIA_FISICA;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;FATOR_OPERACAO_COMERCIAL;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;FATOR_ABATIMENTO_PERDAS;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GERACAO_CENTRO_GRAVIDADE;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GERACAO_TESTE;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GF_CENTRO_GRAVIDADE;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GERACAO_SEG_ENEG;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GERACAO_REST_OPERACAO;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GERACAO_RES_OPERATIVA;002 Usinas;NÃO
Dados Individuais;PARCELA_USINA_MONTANTE_MENSAL;GERACAO_UNIT_COMMITMENT;002 Usinas;NÃO
Dados Gerais;PCH_ACL;MES_REFERENCIA;021 PCHs;NÃO
Dados Gerais;PCH_ACL;GERACAO_PCH;021 PCHs;NÃO
Dados Gerais;PCH_ACL;CAPACIDADE_INSTALADA_PCH;021 PCHs;NÃO
Dados Gerais;PCH_CGH_GF_DEFINIDA;MES_REFERENCIA;021 PCHs;NÃO
Dados Gerais;PCH_CGH_GF_DEFINIDA;GERACAO_PCH_CGH;021 PCHs;NÃO
Dados Gerais;PCH_CGH_GF_DEFINIDA;CAPACIDADE_INSTALADA_PCH_CGH;021 PCHs;NÃO
Dados Gerais;PCH_CGH_GF_DEFINIDA;GARANTIA_FISICA_PCH_CGH;021 PCHs;NÃO
Dados Gerais;PCH_CGH_GF_DEFINIDA;QUANTIDADE_UG_OP;021 PCHs;NÃO
Dados Gerais;PCH_PROINFA;MES_REFERENCIA;021 PCHs;NÃO
Dados Gerais;PCH_PROINFA;GERACAO_PCH;021 PCHs;NÃO
Dados Gerais;PCH_PROINFA;CAPACIDADE_INSTALADA_PCH;021 PCHs;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;MES_REFERENCIA;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;CLASSE_AGENTE;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;TOTAL_PENALIDADE_INSUF_ENER;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;MONTANTE_FINANCEIRO_ENERGIA_FALTA_CMB;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;MONTANTE_FINANCEIRO_PENALIDADE_MED;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;MONTANTE_FINANCEIRO_N_APORTE_GFIN;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;MONTANTE_FINANCEIRO_MULTA_INAD_MCP;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CLASSE_MENSAL;TOTAL_PENALIDADE_ABATE_ESS;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CONSUMO_HORARIO;MES_REFERENCIA;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CONSUMO_HORARIO;SUBMERCADO;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CONSUMO_HORARIO;PERIODO_COMERCIALIZACAO;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_CONSUMO_HORARIO;CONSUMO_PENALIDADE;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_PRECO_MENSAL;MES_REFERENCIA;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_PRECO_MENSAL;PRECO_REF_INSUF_ESP;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_PRECO_MENSAL;PRECO_REF_INSUF_NESP;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_PRECO_MENSAL;PRECO_REF_PENAL_DISTRIB;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_PRECO_MENSAL;PRECO_MED_LIQ_DIF;010 Penalidades;NÃO
Dados Gerais;PENALIDADE_PRECO_MENSAL;VALOR_REFERENCIA;010 Penalidades;NÃO
Dados Gerais;PERDA_RB_HORARIO;MES_REFERENCIA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_HORARIO;PERIODO_COMERCIALIZACAO;004 Perdas;NÃO
Dados Gerais;PERDA_RB_HORARIO;TOTAL_GERACAO_BRUTA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_HORARIO;TOTAL_CONSUMO_BRUTO;004 Perdas;NÃO
Dados Gerais;PERDA_RB_HORARIO;TOTAL_PERDA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_HORARIO;GERACAO_TOTAL_RATEIO_PERDA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_HORARIO;CONSUMO_TOTAL_RATEIO_PERDA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;MES_REFERENCIA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;TOTAL_GERACAO_BRUTA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;TOTAL_CONSUMO_BRUTO;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;TOTAL_PERDA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;GERACAO_CONSUMO_CENTRO_GRAVIDADE;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;GERACAO_TOTAL_RATEIO_PERDA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;CONSUMO_TOTAL_RATEIO_PERDA;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;FATOR_PERDA_GERACAO;004 Perdas;NÃO
Dados Gerais;PERDA_RB_MES;FATOR_PERDA_CONSUMO;004 Perdas;NÃO
Dados Gerais;PLD_HORARIO_SUBMERCADO;MES_REFERENCIA;011 PLD;NÃO
Dados Gerais;PLD_HORARIO_SUBMERCADO;SUBMERCADO;011 PLD;NÃO
Dados Gerais;PLD_HORARIO_SUBMERCADO;PERIODO_COMERCIALIZACAO;011 PLD;NÃO
Dados Gerais;PLD_HORARIO_SUBMERCADO;PLD;011 PLD;NÃO
Dados Gerais;PROINFA_EOL;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;PROINFA_EOL;GERACAO_PROINFA_EOL;019 Eólicas;NÃO
Dados Gerais;PROINFA_EOL;CAPACIDADE_INSTALADA_PROINFA_EOL;019 Eólicas;NÃO
Dados Individuais;PROINFA_USINA;MES_REFERENCIA;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;COD_PERF_AGENTE;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;SIGLA_PERFIL_AGENTE;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;COD_USINA;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;NOME_USINA;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;COD_PARCELA_USINA;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;SIGLA_PARCELA_USINA;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;FONTE_ENERGIA_PRIMARIA;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;GERACAO_CONFORME_RES_1833_14;009 Proinfa;NÃO
Dados Individuais;PROINFA_USINA;FLUXO_ENERGIA_MRE;009 Proinfa;NÃO
Dados Gerais;QTD_HORA_MES;MES_REFERENCIA;Demais Dados;NÃO
Dados Gerais;QTD_HORA_MES;QTD_HORA;Demais Dados;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;CODIGO_PERFIL_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;PERFIL_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;CNPJ_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;CATEGORIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;CLASSE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;PRODUTO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;OFERTA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;SUBMERCADO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;PERIODO_COMERCIALIZACAO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;MONTANTE_PRELIMINAR_RD;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_HORARIO;SINALIZADOR_HORARIO_ATEND_PROD;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;CODIGO_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;CNPJ_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;CATEGORIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;CLASSE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;SINALIZADOR_CANCELAMENTO_OFERTA_RD;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_CONTAB_MENSAL;SINALIZADOR_NAO_ATENDIMENTO_PRODUTO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;CODIGO_PERFIL_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;PERFIL_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;CNPJ_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;CATEGORIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;CLASSE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;PRODUTO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;OFERTA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;SUBMERCADO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;PERIODO_COMERCIALIZACAO;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;MONTANTE_PRELIMINAR_RD;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_HORARIO;SINALIZADOR_HORARIO_ATEND_PROD;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;CODIGO_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;CNPJ_AGENTE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;CATEGORIA;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;CLASSE;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;SINALIZADOR_CANCELAMENTO_OFERTA_RD;#N/D;NÃO
Resposta da Demanda;RD_ATEND_PROD_PREVIO_MENSAL;SINALIZADOR_NAO_ATENDIMENTO_PRODUTO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_HORARIO;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_HORARIO;SUBMERCADO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_HORARIO;DATA;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_HORARIO;PERIODO_COMERCIALIZACAO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_HORARIO;VALOR_ENCARGO_RD;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_MENSAL;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_MENSAL;SUBMERCADO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_CONTAB_MENSAL;RECEBIMENTO_ENCARGO_RD;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_HORARIO;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_HORARIO;SUBMERCADO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_HORARIO;DATA;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_HORARIO;PERIODO_COMERCIALIZACAO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_HORARIO;VALOR_ENCARGO_RD;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_MENSAL;MES_REFERENCIA;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_MENSAL;SUBMERCADO;#N/D;NÃO
Resposta da Demanda;RD_ENCARGOS_PREVIA_MENSAL;RECEBIMENTO_ENCARGO_RD;#N/D;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;MES_REFERENCIA;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;COD_AGENTE;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;NOME_EMPRESARIAL;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;COD_PERF_AGENTE;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;SIGLA_PERFIL_AGENTE;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;CNPJ;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;AJUSTES_CCEN;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;FATOR_RATEIO_CCEN;008 Cotista;NÃO
Dados Individuais;RECEITA_VENDA_DISTRIBUIDOR_COTA_NUCLEAR;RECEITA_VENDA_CCEN;008 Cotista;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;MES_REFERENCIA;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;COD_AGENTE;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;NOME_EMPRESARIAL;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;COD_PERF_AGENTE;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;SIGLA_PERFIL_AGENTE;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;CNPJ;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;RESULTADO_FINAL_RRH;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;FATOR_RATEIO_RRH;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;RESULTADO_FINAL_ACR_RRH;011 RRH;NÃO
Dados Individuais;REPASSE_RISCO_HIDROLOGICO;EFEITO_RRH;011 RRH;NÃO
Dados Gerais;RESERVA_CESSAO_BIO;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_CESSAO_BIO;CESSAO_ENERGIA_BIO;023 Reserva;NÃO
Dados Gerais;RESERVA_CESSAO_BIO;CESSAO_LASTRO_BIO;023 Reserva;NÃO
Dados Gerais;RESERVA_CESSAO_BIO;EFEITO_TOTAL_MCP_CEDENTE_BIO;023 Reserva;NÃO
Dados Gerais;RESERVA_CESSAO_BIO;EFEITO_TOTAL_MCP_CESSIONARIA_BIO;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;ENCARGO_ENERGIA_RESERVA;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;TOTAL_PAGAMENTO_LIQ_ER;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;FUNDO_GARANTIA_OPER_CONTR_ER;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;TOTAL_RECEITA_RETIDA_CONER;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;CUSTO_ADIMN_FIN_TRIB_CCEE;023 Reserva;NÃO
Dados Gerais;RESERVA_ENCARGO;SALDO_EFETIVO_CONER;023 Reserva;NÃO
Dados Gerais;RESERVA_INADIMPLENCIA;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_INADIMPLENCIA;INADIMPLENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_INADIMPLENCIA;MULTA;023 Reserva;NÃO
Dados Gerais;RESERVA_INADIMPLENCIA;JUROS;023 Reserva;NÃO
Dados Gerais;RESERVA_INADIMPLENCIA;CORRECAO_MONETARIA;023 Reserva;NÃO
Dados Gerais;RESERVA_PENALIDADE;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_PENALIDADE;NIVEL_INSUFICIENCIA_LASTRO;023 Reserva;NÃO
Dados Gerais;RESERVA_PENALIDADE;AJUSTE_CER_PNL;023 Reserva;NÃO
Dados Gerais;RESERVA_PENALIDADE;ENERGIA_NAO_FORNECIDA_ANUAL;023 Reserva;NÃO
Dados Gerais;RESERVA_PENALIDADE;PENALIDADE_INSUFICIENCIA_LASTRO;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;LEILAO;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;RECEITA_VENDA_EMPR_CER_BIO_PCH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;RECEITA_VENDA_EMPR_BIO_PCH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;RECEITA_FIXA_RETIDA_EMPR_BIO_PCH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;RESSARCIMENTO_CER_BIO_PCH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;EFEITO_MCP_CESSAO_CEDENTE_CER_BIO_PCH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;EFEITO_MCP_CESSAO_CESSIONARIA_CER_BIO_PCH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;AJUSTE_CER;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_BIO_PCH_LEILAO;RECEITA_LIQUIDA_CER;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;LEILAO;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_VENDA_TOTAL_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_FIXA_RETIDA_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_VENDA_AUSTADA_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;AJUSTE_RECEITA_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;MULTA_MEDICAO_ANEMOMETRICA;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;AJUSTE_DELIBERACAO_CAD;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_TOTAL_RETIDA_LIQUIDA_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;MULTA_MEDICAO_ANEMOMETRICA_REMAN;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RESSARCIMENTO_GERACAO_INFERIOR_LIMITE;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RESSARCIMENTO_SALDO_NEGATIVO;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;VALOR_PAGO_RECEBIDO_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_VARIAVEL_ANTECIPACAO_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_VARIAVEL_ANUAL_EXCEDENTE_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_EOL_LEILAO;RECEITA_VARIAVEL_SALDO_ACUMULADO_EOL;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_LEILAO_PCH_CGH;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_LEILAO_PCH_CGH;LEILAO;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_LEILAO_PCH_CGH;RECEITA_VENDA_TOTAL_PCH_CGH;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_LEILAO_SOL;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_LEILAO_SOL;LEILAO;023 Reserva;NÃO
Dados Gerais;RESERVA_RECEITA_LEILAO_SOL;RECEITA_VENDA_TOTAL_SOL;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;MES_REFERENCIA;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;SALDO_ANTERIOR;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;PAGAMENTO_GERADOR_DISTRIBUIDORA;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;LIQUIDACAO_MCP;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;PAGAMENTO_AO_GERADOR;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;CUSTOS_ADMINISTRATIVOS_CAFT;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;OUTROS;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;EXCEDENTE_FINANCEIRO_MCP;023 Reserva;NÃO
Dados Gerais;RESERVA_SALDO_CONER;SALDO_CONER;023 Reserva;NÃO
Dados Individuais;RRH_AGENTE;MES_REFERENCIA;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;COD_PERF_AGENTE;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;SIGLA_PERFIL_AGENTE;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;COD_PARCELA_USINA;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;SIGLA_PARCELA_USINA;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;GF_REPASSE_RRH_GFIS_2_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;GF_REPASSE_RRH_GFIS_3_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;RISCO_HIDROLOGICO_PARCELA_USINA;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;ALOCACAO_SECUNDARIA_PROPRIO_SUBMERCADO_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;DIREITO_ENERGIA_SECUNDARIA_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;ALOCACAO_SECUNDARIA_OUTRO_SUBMERCADO_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;ENERGIA_SECUNDARIA_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;CONTRATOS_ACR_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;GF_REPASSE_RRH;011 RRH;NÃO
Dados Individuais;RRH_AGENTE;REPASSE_RRH_ACR_PARCELA_USINA;011 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;MES_REFERENCIA;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;PERIODO_COMERCIALIZACAO;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;GARANTIA_FISICA_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;GERACAO_TOTAL_MRE;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;AJUSTE_MRE_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;ENERGIA_SECUNDARIA_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_HORARIA;TOTAL_EXCEDENTE_ENERGIA_SEC_RRH_SUB;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;MES_REFERENCIA;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;PERIODO_COMERCIALIZACAO;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;SUBMERCADO;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;SOBRA_GERACAO_MRE_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;DEFICIT_GERACAO_MRE_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;CONTRIBUICAO_ENERGIA_SECUNDARIA_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;DIREITO_ENERGIA_SECUNDARIA_RRH;024 RRH;NÃO
Dados Gerais;RRH_GERACAO_SUBMERCADO_HORARIA;EXCEDENTE_ENERGIA_SECUNDARIA_RRH;024 RRH;NÃO
Dados Gerais;RRH_REPASSE;MES_REFERENCIA;018 RRV;NÃO
Dados Gerais;RRH_REPASSE;VALOR_REPASSE_RRH_ACR;018 RRV;NÃO
